기관명,차량번호,차량모델,모델연도,주행거리,예정가,낙찰금액,입찰건수,차량설명(특이사항),경매일시,보관소,상세URL,공고번호
인천시청,37마1693,쏘나타,2010,"153,193","800,000","2,200,000",14,최초등록일(2010-03-11). 제작연도2010년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 방치차량. 실내오염. 배터리방전. 오일누유. 냉각수없음(운행제한). 외부벨트균열. 실내내장재/도어트림/시트훼손 및 파손. 사제네비/후방카메라 장착 및 작동불능. 조수석도어 개폐불량/,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=39&p_CarNo=37마1693&window=ok,2025-1581
인천시청,35버1628,Tiguan2.0TDI,2011,"287,132","1,000,000","2,340,000",12,최초등록일(2011-02-18). 제작연도:2010년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 사이드미러/램프파손. 엔진떨림/이음. 디스크부식 및 불량/소음심함. 차체떨림. 오일누유심함. 썬루프 실내커버파손 및 없음. 브레이크 오일오염. 타이어공기압 경고등점등. 에어컨작동불,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=38&p_CarNo=35버1628&window=ok,2025-1581
인천시청,35두8533,그랜저,2014,"159,916","1,000,000","2,700,000",12,최초등록일(2013-06-25). 제작연도:2013년. 소화기없음/낙찰자 설치 의무있음. 차량키파손. 오일누유. 사고 미수리차량/파손부위 다수있음. 에어백(장착유무 확인불가)/타이어공기압 경고등점등. 엔진/차체떨림. 전방감지기 작동불능. 엔진이음. 차축틀어짐/운행불가/견인요망. 밋션상태 확인불가. 차량상태불량/폐차수준. 도어개폐불량. 타이어마모 및 균열/훼,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=37&p_CarNo=35두8533&window=ok,2025-1581
인천시청,34우9981,그랜저(GRANDEUR),2009,"248,031","800,000","1,710,000",8,"최초등록일(2009-05-12). 제작연도:2009년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 차량키없음/점검불가/견인요망. 엔진및미션확인불가. 방치차량. 트렁크 개폐불가. 전면유리/몰딩류/사이드미러 램프파손. 타이어펑크/마모매우심함/불량. 원부상 마지막주행거리( 221,7",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=35&p_CarNo=34우9981&window=ok,2025-1581
인천시청,19조9707,크루즈1.8DOHC,2012,"156,070","700,000","1,131,000",7,최초등록일(2011-10-19). 제작연도:2011년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 오일누유심함. 엔진오일부족(운행제한). 냉각수없음/오일혼유. 사제네비/후방카메라장착 및 작동불능. 실내오염. 에어컨작동불능. 밋션충격. 하체소음. 실내내장재/도어트림흠집. 시트훼손,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=26&p_CarNo=19조9707&window=ok,2025-1581
인천시청,342구3757,트랙스1.4,2020,"44,001","6,000,000","8,550,000",19,"최초등록일(2020-06-29). 제작연도:2020년5월. 소화기없음/낙찰자 설치 의무있음. 오일누유. 차체진동. 일부타이어마모. 사제네비/후방카메라 장착 및 네비버튼 작동불량(오디오 확인불가). 원부상 마지막주행거리( 34,923KM). 실주행거리 확인요망. 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=34&p_CarNo=342구3757&window=ok,2025-1581
인천시청,33고6660,K5 (휘발유),2016,"78,851","3,000,000","9,050,000",49,최초등록일(2015-08-28) 차량내 소화기 없음(낙찰자 설치 의무있음).입찰시 필히 차량 상태 확인후에 입찰 하세요. 차량 미 확인시 크레임불가.보험이력도 확인요함.보험이력있음.전후좌우 도어 볼트 체결 흔적 있음.하체소음.밋션미세 충격 슬립.주행시 미세쏠림현상 있음. 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가,,오토마트 원주보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=33&p_CarNo=33고6660&window=ok,2025-1581
인천시청,28버3264,말리부2.0DOHC,2015,"88,021","1,500,000","2,950,000",19,"최초등록일(2015-10-22). 제작연도:2015년. 소화기없음/낙찰자 설치 의무있음. 영업용이력(1건). 엔진이음. 냉각수없음(운행제한). 엔진체크/엔진오일교환 메시지 및 경고등점등. 디스크부식/소음심함. 제동시 브레이크떨림. 원부상 마지막주행거리( 83,441KM). 주행거리불명. 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 ",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=32&p_CarNo=28버3264&window=ok,2025-1581
인천시청,25보5872,포르테쿱,2013,"165,994","800,000","1,376,000",9,최초등록일(2012-11-08). 제작연도2012년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 냉각수/엔진오일없음(운행제한). 차체떨림. 오일누유. 디스크소음 및 제동시 떨링심함. 핸들정렬불량/브레이크 고착현상. 좌/우 등속조인트누유. 소음기불량. 후진시 변속충격심함. 바닥매,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=31&p_CarNo=25보5872&window=ok,2025-1581
인천시청,24모8609,K7 (휘발유),2013,"188,083","1,000,000","2,890,000",19,최초등록일(2013-04-11). 제작연도:2013년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 배터리방전. 오일누유. 초기시동시 ABS/차체 제어경고등 점등. 전기장치 불안정. 디스크부식. 제동소음/브레이크떨림. 실내훼손 및 오염. 엔진이음. 윈도우 메인스위치 일부파손. 타,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=30&p_CarNo=24모8609&window=ok,2025-1581
인천시청,23구4186,팰리세이드(PALISADE),2019,"82,622","16,000,000","21,565,000",23,"최초등록일(2019-04-25) 차량내 소화기 없음(낙찰자 설치 의무있음). 원부상 주행거리( 65,044) 자동차검사만료일(2025-04-24)2019년제작,키1개. 법인소유차량 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=29&p_CarNo=23구4186&window=ok,2025-1581
인천시청,23거9467,에쿠스(EQUUS),2004,"291,893","800,000","1,430,000",6,최초등록일(2004-05-19). 제작연도2004년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 사제네비/후방카메라장착. 차체탈색심함. 본넷쇼바불량. ABS/냉각수/브레이크경고등 점등. 오일누유심함. 사이드미러/램프/전/후범퍼파손. 파손부위 다수있음. 시트/내장재훼손. 원부상 ,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=28&p_CarNo=23거9467&window=ok,2025-1581
인천시청,47다5407,렉스턴,2007,0,"800,000","809,000",2,최초등록일(2007-12-14). 제작연도:2007년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료 및 사진만제공. 차량상태 및 사고유무 입찰자 현물직접확인요망(클레임불가). 차량키없음/점검불가/견인요망. 엔진 및 미션 확인불가. 주행거리 확인불가. 방치차량. 구조변경:1종매연 여과장치 2020-08-14. 전면유리파손. 원부상 마지막 주행거리(,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=44&p_CarNo=47다5407&window=ok,2025-1581
인천시청,47모2939,그랜저(GRANDEUR),2008,"173,104","800,000","1,700,000",8,"최초등록일(2007-11-30). 제작연도:2007년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 차량키없음/점검불가/견인요망. 엔진및 미션확인요망. 방치차량. 타이어펑크/불량. 콤비램프/사이드미러 램프파손. 블랙박스 메모리없음. 원부상 마지막주행거리( 129,944KM). 실",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=45&p_CarNo=47모2939&window=ok,2025-1581
인천시청,48우5224,K7 (LPG),2012,"161,564","900,000","2,399,000",29,"최초등록일(2011-06-23). 제작연연도2011년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 차체탈색. 하부/차체부식. 제동떨림. 히팅핸들 작동불능. 주행시 차체쏠림. 하체소음. 전면유리파손. 원부상 마지막주행거리( 143,708KM). 실주행거리 확인요망. 개인소유차량(",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=46&p_CarNo=48우5224&window=ok,2025-1581
인천시청,49모6817,카니발,2019,"172,152","8,000,000","12,110,000",6,최초등록일(2018-07-18). 제작연도:2018년. 차량내 소화기있음. 보조키 제작요망. 차체떨림. 핸들정렬불량. 디스크부식. 제동시 소음 및 차체/브레이크/핸들떨림. 실주행거리 확인요망. 법인소유차량 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=47&p_CarNo=49모6817&window=ok,2025-1581
인천시청,12라9898,BMW 528i,2009,"182,767","640,000","1,564,000",11,"최초등록일(2009-07-30). 제작연도:2009년. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무입찰자현물직접확인요망(클레임불가). 차량상태불량. 차량키없음/점검불가/견인요망. 엔진및미션확인불가. 방치차량. 하체흙먼지많음. 보험내차피해3회\7.545.170원이력있음(10/7). 원부상마지막주행거리:175,770km. 실주행거리확인요망. 개인소유차량",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1240&p_Code=1&p_CarNo=12라9898&window=ok,2025-1240
인천시청,89두7489,포터Ⅱ(PORTERⅡ),2017,"105,028","3,500,000","8,200,000",52,"최초등록일(2016-10-26). 제작연도:2016년. 소화기없음/낙찰자 설치 의무있음. 냉각수부족(운행제한). 엔진이음. 오일누유. 타이어마모/균열/훼손. 디퍼런셜누유. 하체일부부식. 휠굴곡/커버파손. 원부상 마지막 주행거리( 101,110KM). 실주행거리 확인요망. 법인소유차량 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 ",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=61&p_CarNo=89두7489&window=ok,2025-1581
인천시청,87마0307,렉스턴스포츠,2019,"241,177","7,000,000","8,160,000",1,최초등록일(2018-09-13). 제작연도:2018년. 소화기없음/낙찰자 설치 의무있음. 구조변경:물품적재장치 픽업덮개(보조제동등) 2018-09-14. 보조키없음. 오일누유심함. 엔진룸 내 일부부식발생. 냉각수부족/냉각수내 오일혼유. 엔진오일과다. 엔진/차체떨림. 초기시동시 엔진부조/RPM불안정 현상있음. 주행 및 제동시 차체/핸들떨림. 디스크부식. 조향,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=60&p_CarNo=87마0307&window=ok,2025-1581
인천시청,87도9337,코란도스포츠,2016,"205,256","2,000,000","4,890,000",24,최초등록일(2015-08-18). 제작연도:2015년. 소화기없음/낙찰자 설치 의무있음. 냉각수없음(운행제한). 구조변경:물품적재장치 2015-08-20(픽업덮개)/개폐버튼없음. 차체/엔진떨림. 시동버튼훼손. 사제올인원/후방카메라장착. 타이어공기업 경고등점등. 타이어펑크/마모 및 균열. 디퍼런셜 일부누유. 하체부식. 핸들정렬불량/주행시 쏠림 현상있음. 파워,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=59&p_CarNo=87도9337&window=ok,2025-1581
인천시청,85다6807,렉스턴스포츠 칸,2021,"100,444","17,000,000","18,617,000",6,"최초등록일(2022-01-26). 제작연도:2021년12월. 소화기없음/낙찰자 설치 의무있음. 보조키제작요망. 오일누유. 배터리방전. 차체진동. 핸들정렬불량. 일부타이어마모. 원부상 마지막주행거리( 91,365KM). 실주행거리 확인요망. 법인소유차량 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=58&p_CarNo=85다6807&window=ok,2025-1581
인천시청,84로0979,포터Ⅱ윙바디(PORTERⅡ),2017,"188,187","4,000,000","8,020,000",15,"최초등록일(2017-01-19). 제작연도:2017년. 소화기없음/낙찰자 설치 의무있음. 차체떨림. 휠커버 일부있음. 제동충격. 스페어 타이어불량. 사제후방카메라 장착 및 작동불능(연결기기없음). 간헐적밋션불량/변속불량. 윙바디 굴곡및흠집/훼손. 오일누유/미션오일누유. 원부상 마지막주행거리( 72,382km). 실주행거리 확인요망. 법인소유차량 말소등록비 ",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=57&p_CarNo=84로0979&window=ok,2025-1581
인천시청,66부6278,제네시스(GENESIS),2016,"143,766","6,000,000","10,300,000",44,"제작연도(2016),최초 등록일(2016-08-05),검사 유효기간(2026-08-04),차량내 소화기 없음(낙찰자 설치 의무 있음).메뉴얼 없음,차량키 1개. 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=56&p_CarNo=66부6278&window=ok,2025-1581
인천시청,62로5470,아우디A8L6.0,2006,"204,918","1,000,000","1,856,000",4,최초등록일(2008-02-19). 제작연도2007년12월. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 엔진오일없음/운행제한. 배터리방전. 엔진부조/차체떨림. 네비작동불능. 전동시트작동불능. 본넷쇼바불량. 파워윈도우 작동불능(조수석뒤). 오일누유심함. 후열모니터 작동불능(조수석),,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=55&p_CarNo=62로5470&window=ok,2025-1581
인천시청,59루6276,크루즈1.8DOHC,2014,"385,834","800,000","1,319,000",4,최초등록일(2013-07-31). 제작연도:2013년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 차량키없음/점검불가/견인요망. 엔진및미션확인불가. 방치차량. 트렁크 개폐불가. 차량내 폐기물 매우많음/낙찰자 직접처분요망. 전면유리/사이드미러 램프파손. 타이어펑크/불량. 원부상 ,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=54&p_CarNo=59루6276&window=ok,2025-1581
인천시청,58머8478,K3 (휘발유),2015,"151,380","1,500,000","3,790,000",32,"최초등록일(2015-10-14). 제작연도2015년. 소화기없음/낙찰자 설치 의무있음. 차체진동. 운전석 발판거치대없음(사진참조). 원부상 마지막주행거리( 138,454KM). 실주행거리 확인요망. 현물확인. 클레임불가. 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=53&p_CarNo=58머8478&window=ok,2025-1581
인천시청,58마2829,쏘나타,2011,"163,768","800,000","2,180,000",17,최초등록일(2011-06-09). 제작연도:2011년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 오일누유심함. 에어백 경고등점등(장착유무확인불가). 사제네비장착. 엔진상태불량/소음심함/엔진부조/운행제한. 앞 소음기불량. 시트/내장재훼손. 외관파손부위 다수있음. 차량상태불량. ,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=52&p_CarNo=58마2829&window=ok,2025-1581
인천시청,55가0831,SM5,2012,"191,249","1,000,000","1,290,000",2,"최초등록일(2012-06-01) 차량내 소화기 없음(낙찰자 설치 의무있음). 영업용이력(1건)제작 연도 2012년/실차 확인후 입찰 요망, 클레임불가. 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=51&p_CarNo=55가0831&window=ok,2025-1581
인천시청,53모5393,쏘나타(SONATA),2011,"218,104","800,000","1,411,000",9,최초등록일(2011-01-04). 제작연도2010년. 영업용이력(1건). 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 배터리방전. 오일누유심함. 오디오작동불능. 사제네비/후방카메라 장착(네비작동불능). 핸들정렬불량. 차체진동. 전범퍼/전면그릴파손. 스텝몰딩흠집. 시트/내장재훼손심함. 내부오염심함. 외관파손부위 다,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=50&p_CarNo=53모5393&window=ok,2025-1581
인천시청,53루5732,제네시스(GENESIS),2011,"197,982","1,500,000","1,620,000",3,"최초등록일(2011-01-14) 차량내 소화기 없음(낙찰자 설치 의무있음). 원부상 주행거리( 197,063-주행거리불명) 자동차검사만료일(2027-03-11). 클레임불가. 현물확인필수. . 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=49&p_CarNo=53루5732&window=ok,2025-1581
인천시청,51나3759,그랜저하이브리드,2019,"94,870","13,000,000","17,622,000",28,"최초등록일(2019-01-31). 제작연도:2019년. 소화기없음/낙찰자 설치 의무있음. 냉각수내 녹발생. 디스크부식/소음심함. 엔진이음. 제동소음심함/제동시 브레이크 및 차체떨림. 원부상 마지막주행거리( 67,043KM). 실주행거리 확인요망. 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 ",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=48&p_CarNo=51나3759&window=ok,2025-1581
인천시청,237누7442,쏘나타(SONATA),2014,"267,153","800,000","1,850,000",17,"최초등록일(2013-09-26). 제작연도2013년.소화기없음/낙찰자 설치 의무있음. 영업용이력(1건). 차량상태/내부/외관불량. 배터리방전. 사제네비장착(작동불능). 차체떨림심함. 사제휠장착. 오일누유. 언더커버/휠아치커버 파손. 하부부식. 하체소음심함. 원부상 마지막주행거리( 154,794KM). 주행거리불명. 개인소유차량(사업자 여부 확인 불가) 말소",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=27&p_CarNo=237누7442&window=ok,2025-1581
인천시청,19거1496,그랜저(GRANDEUR)하이브리드,2015,"251,312","1,500,000","3,250,000",23,"최초등록일(2014-09-25). 제작연도:2014년. 소화기없음/낙찰자 설치 의무있음. 오일누유. 냉각수부족(운행제한). 배터리방전. 차량키파손/인식불량. 블랙박스 메모리없음. 디스크부식. 제동시 브레이크떨림/소음. 엔진이음. 타이어마모 및 균열심함. 원부상 마지막주행거리( 225,090KM). 실주행거리 확인요망. 개인소유차량(사업자 여부 확인 불가) ",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=25&p_CarNo=19거1496&window=ok,2025-1581
인천시청,59조1010,에쿠스(EQUUS),2012,"277,899","1,500,000","2,699,000",7,최초등록일(2012-06-27). 제작연도:2012년. 소화기없음/낙찰자 설치 의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무 입찰자 현물직접확인요망(클레임불가). 구조변경건수(1건):소음방지장치2021-11-16. 하부부식심함. 오일누유. 도어키박스불량. 네비 오작동. 전방카메라 화질불량. TPMS경고등점등. 추진축 고무균열. 디퍼런셜누유.,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1930&p_Code=46&p_CarNo=59조1010&window=ok,2025-1930
인천시청,85저0190,봉고Ⅲ1톤,2020,"92,965","6,000,000","9,322,000",9,최초등록일(2019-12-04). 제작연도2019년. 소화기없음/낙찰자 설치 의무있음. 배터리방전. 도어키박스불량. 블랙박스 메모리없음. 요소수 경고등점등 및 보충메시지점등. 변속충격/엔진이음있음. 전면유리파손. 차량 내 연탄화재 흔적있음. 타이어 측면파손(운행불가/견인요망). 적재함도어/바닥굴곡 및 흠집. 적재함내 폐기물많음(낙찰자 직접 처분요망). 원부,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1930&p_Code=55&p_CarNo=85저0190&window=ok,2025-1930
인천시청,40조7929,Golf1.6TDIBMT,2013,"194,713","560,000","2,222,000",32,최초등록일(2013-08-12) 제작연도:2013년. 소화기없음/낙찰자 구비의무있음. 미점검차량. 기본자료및사진만제공. 차량상태및사고유무입찰자현물직접확인요망(클레임불가). 차량키없음/점검불가/견인요망. 엔진및미션확인불가. 방치차량. 실내물유입및트렁크내물참/침수차량의심됨. 실내오염및습기참/물곰팡이냄새심함. 실내일부훼손및파손. 엔진룸일부부식/곰팡이오염. 블랙박,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=4&p_CarNo=40조7929&window=ok,2025-1581
인천시청,12가1846,ACCORD 3.5,2009,"241,811","480,000","1,619,000",18,"최초등록일(2009-01-21), 알미늄휠흠집생활흠집일부있음안개등파손사이드미러파손라이트탈색. 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 대구보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=3&p_CarNo=12가1846&window=ok,2025-1581
인천시청,48수0921,BMW 528i,2010,"228,508","2,800,000","2,951,000",2,"생활 흡집 있음.알로이휠 흡집 있음.최초등록일(2009-12-08),수입차 특성상 사고 부위 확인 어려움으로 필히 실차 확인후 입찰 요. 개인소유차량(사업자 여부 확인 불가) 말소등록비 ( 등록면허세) 직접 확인요함 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 순천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=2&p_CarNo=48수0921&window=ok,2025-1581
인천시청,80소6379,포터Ⅱ,2010,"416,883","600,000","1,270,000",20,최초등록일(2009-12-08). 구조변경:물품적재장치(2009-12-10). 차량상태/외관불량. 엔진소음심함/매연심함및백연현상. 운행불가/견인요망. 배터리방전. 오일누유심함. 인젝터내연료누유의심. 실내오염및폐기물다수많음(낙찰자직접처분요망). 타이어일부마모심함. 스페어타이어일부없음. 판스프링파손. 쇼바누유/부식. 하체부싱류불량. 인터쿨러누유심함/에어컨작동불,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1581&p_Code=1&p_CarNo=80소6379&window=ok,2025-1581
인천시청,96가0711,렉스턴스포츠,2019,"171,838","6,000,000","8,550,000",10,"최초등록일(2018-08-28). 제작연도:2018년. 소화기없음/낙찰자 설치 의무있음. 오일누유. 냉각수내 오일혼유. 엔진부조/RPM불안정. 차체떨림. 디스크부식. 제동밀림. 주행시 핸들떨림. 타이어균열. 픽업덮개 개폐불가. 구조변경건수(1건):픽업덮개(보조제동등)2018-08-28. 하드탑 측면유리파손. 원부상 마지막주행거리( 165,876KM). 실주",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMIC002025A1930&p_Code=58&p_CarNo=96가0711&window=ok,2025-1930
